steam_id,recommendationid,author_steamid,playtime_forever,review,voted_up,votes_up,timestamp_created
2357570,216030095,76561199407083528,1705,Największy upadek gry jakiej widzałem,False,2,1768500503
2357570,215898151,76561199024735890,267,niezła,True,0,1768317738
2357570,215722170,76561198966818506,159,lepsza wersja marvel rivals,True,2,1768116857
2357570,215695145,76561199429639223,1176,guwno tf2 lepsze,False,0,1768086807
2357570,215694335,76561198894458704,26817,"I previously gave this game a negative review, but tbh the game realy has been improving quite a bit. It's in a solid state rn and honestly im having fun playing it now.",True,0,1768086078
2357570,215683668,76561199246900074,21165,"listen to me, if there will be any point in your life that'l make you feel like playing this game, dont, just dont this game is the most malicious depressing heart breaking game ive ever played i feel no joy playing it, this game sucked me into it i can stop playing this ♥♥♥♥ i it made me feel such level of frustration ive never felt in my whole life please i beg you before its too late dont play this magnificent wonderfull whimsical masterpieace that won goty 2016 i need to remind you its not 2016 its been 10 years this game sucks goodnight, its still ♥♥♥♥, its still bad in 2026 OKAY EMRE MIGHT BE GOOD, its NOT as bad,
overwatch got genuinely better ale ksawery to gej

",False,7,1768077654
2357570,215586323,76561198842496014,436,Hujowo zrobiona gra,False,1,1767987097
2357570,215512398,76561198443066298,5356,Przyjemna gierka,True,0,1767907201
2357570,215409299,76561198339948504,3388,Fajna giera,True,0,1767800810
2357570,215267838,76561198301603226,21569,"matchmaking sucks
and servers... game randomly put u on (wrong)server and u play with 140ms instead of 20",False,1,1767654411
2357570,215254400,76561199779129853,1909,tak,True,0,1767643896
2357570,215155581,76561199278185267,2354,"spoko giera taka o
",True,0,1767555718
2357570,215089731,76561198999595690,9840,"CANT EVEN PLAY WITH AN OLD BLIZZARD ACC, REQUIRES PHONE VERIFICATION FOR NO REASON.
but in general its fun to play.",True,0,1767500946
2357570,215058104,76561198819996443,9557,pozdro,True,0,1767474289
2357570,215016555,76561199089394251,3437,jebac tych ukraincow co w to graja,False,1,1767445321
2357570,214987460,76561199544608818,2567,LEPIEJ POGRAĆ W CS,False,0,1767415572
2357570,214961446,76561199521303662,19258,people often say that porn is better than actual game. THEY ARE RIGHT,True,10,1767392200
2357570,214954861,76561198929135398,1400,polecam maselnito,True,0,1767387491
2357570,214925278,76561199134829748,13555,"spoko gierka ,o ile nie gracie z szkoropem...",True,1,1767366924
2357570,214842231,76561199258523705,2340,,False,0,1767292447
2357570,214836743,76561199082251197,16737,the only thing keeping me up in this game is ramattra and still he has no concent but if u want to have a robot to simp yeah play this game,True,1,1767288461
2357570,214819362,76561199510458125,52011,"obrzydliwe, nie
",False,0,1767275295
2357570,214656496,76561198880102928,2176,"odskocznia od innych gier
",True,0,1767113549
2357570,214529933,76561199871691995,5322,spoko giera,True,0,1767003624
2357570,214475769,76561199122527577,5716,guwno nie gra kto w to wgl gra,False,0,1766952112
2357570,214457287,76561198996423624,36725,ale gówno wciąga.,True,0,1766939439
2357570,214414579,76561198281935202,38672,cs na team spinnerów jest mniej irytujący niż to,False,1,1766902933
2357570,214376660,76561199886850119,143,gra nie chce potwierdzić że jestem człowiekiem,True,1,1766869073
2357570,214171010,76561199067010393,55,guwno huj z fiutem,False,1,1766686471
2357570,214164558,76561199037406304,564,"Wieprznięcie!
",True,0,1766681373
2357570,214106054,76561198848797447,8852,gowno,False,1,1766608820
2357570,213909008,76561199131967916,784,zostałam zmuszona w zagranie tego czegoś,False,2,1766406616
2357570,213769465,76561198832539857,7859,d,False,0,1766269719
2357570,213681190,76561198142275928,8502,g,True,0,1766186353
2357570,213663682,76561199365595444,10892,"Jest to super gra do zrelaksowania. Zwłaszcza jak do ekipy dołącza kolega z dodatkowym chromosomem, ponieważ możesz się bardziej z nim utożsamić.",True,6,1766169335
2357570,213602372,76561198334444245,3366,♥♥♥♥♥♥♥ fest..lepszy marvel rivals,False,0,1766101153
2357570,213598100,76561198841367957,3216,"fajna gierka ale Vendette to trochę przekoksili, niech mi udami zmiażdży głowę
",True,1,1766096166
2357570,213464964,76561198954777481,566,"nnnn
",False,0,1765928038
2357570,213363596,76561198973877610,718,"♥♥♥♥♥♥♥♥ game
recommended",True,0,1765817284
2357570,213151852,76561198884521877,24203,krasnal goat szybka platynka i do domu,True,1,1765578925
2357570,213136974,76561199131910331,12194,guwno ♥♥♥♥♥♥,True,0,1765564554
2357570,213110072,76561198965705233,2048,"""I love playing Kiriko/Juno"" Translating ""Glory to Netanyahu and my fellow IDF Soldiers!""",True,1,1765538067
2357570,213091644,76561199810905334,1494,"najgorsze gowno w jakie mialem okazje grac,  majac kilka godzin dobiera mi jakichs popierdolonych ludzi 2kgodzin+ postacie niezbalansowane chaos i zero satysfakcji z wygranej czy przegranej jedno wielkie gowno big dislajk nigdy wiecej w to nie zagram oby ta gra upadla bo sie od tego uzaleznilem",False,4,1765511438
2357570,213067210,76561198875579202,2660,"Balans postaci? A co to? 
tanki mają wiecej dps niz dpsy, a jakas ♥♥♥♥♥ z mieczem lata sobie po mapie i oneshotuje ci całą druzynę,
podczas gdy ty jak nie wybierzesz postaci która jest w mecie mozesz sobie co najwyzej pierdnac im w morde, a potem idz ♥♥♥♥♥ godzine z respa do punku tylko po to aby zostac zoneshotowanym przez healera z autoataku
Polcam! :)",False,7,1765481073
2357570,213050303,76561198165395834,65,"80 zł za skina, którego ledwo widzisz podczas gry btw XD",False,6,1765463688
2357570,213014621,76561199027731760,1336,nie grajcie w to,True,1,1765408668
2357570,212954383,76561198392070399,1263,"they added a big strong woman with a sword that is very strong, just buff it plz i want to call her mommy again",True,8,1765332086
2357570,212936577,76561198321220860,236,"If ur new to the game forget about any sense of balancing. You get put up against people with lvl 70-100 heroes that absolutely stomp you while you still try to figure out whats even going on, character balance is a joke, you can have fun in this game if you overdose on LSD and cocaine at the same time. Thats the only way I see this game being even playble",False,9,1765310393
2357570,212932729,76561198398904959,26932,misthievv andd magiiiiiic,True,0,1765306496
2357570,212918140,76561198315049699,18318,"Granie w tą grę ma dwa uda

Albo się uda albo się nie uda",True,0,1765291807
2357570,212912806,76561199036112668,436,przez głupi internet wywala mnie z meczu i z dupy dostaje 2h blokady. Człowiek próbuje  spokojnie pograć a tu dostaje w pysk od blizarda. ściek!!,False,1,1765285760
2357570,212813798,76561198873240829,4919,obejrzałem zwiastun na ph i muszę przyznać że gra jest tak samo dobra na jaką się zapowiadała,True,12,1765148733
2357570,212722199,76561198212294317,441,"still no pve
",False,0,1765053532
2357570,212626786,76561198854933712,919,"⠀⠀⡔⠉⠑⢤⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣰⠋⠉⠉⠓⡆⠀⠀
⠀⣸⠁⠀⠀⠀⠙⢦⡀⢸⡉⠓⠲⣄⡀⢀⡞⠀⠀⠀⠀⣀⣽⡤⠀
⠀⡇⠀⠀⠀⠀⠀⠀⠙⣦⠷⠄⠀⠀⠙⠞⠀⠀⠀⠀⠀⠒⠚⡏⠁
⠀⡇⠀⠀⠀⠀⣀⣀⡚⠓⠒⠒⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡇⠀
⠀⡇⠀⠀⠀⡎⠀⠀⠈⡆⠀⠀⠀⠀⠘⢄⣀⣀⡀⠀⠀⠀⣸⠁⠀
⠀⠈⣇⠀⠐⡶⠖⣲⣶⡆⠀⠀⠀⠀⣶⣶⡒⠲⡒⠀⢀⡼⠁⠀⠀
⠰⣖⠺⠧⢸⠁⠀⣿⣿⠇⠀⠀⠀⠀⣿⣿⠇⠀⡇⠀⠉⣩⠇⠀⠀
⠀⠈⣳⠀⣨⢃⠀⠈⠉⠀⠒⠂⠀⠀⠈⠁⢀⠄⡡⠀⢼⡁⠀⠀⠀
⠀⢰⣃⣈⣀⠁⠀⠀⠀⠦⠔⠓⠲⡲⠃⠀⠀⢈⣀⣀⣀⣹⡄⠀⠀
⠀⠀⠀⠀⠀⠉⢳⠲⠤⢄⣀⣀⣀⣠⢶⠒⣏⠉⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠈⣳⠒⢲⠋⢱⠤⠧⠚⠋⠘⡆⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠘⠓⡆⠈⠒⠁⠀⠀⠀⠀⠀⢹⡀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⣼⣁⣀⣀⣀⣀⣀⣀⣀⣀⣀⡇⠀⠀",True,2,1764954084
2357570,212425721,76561199192521084,12965,Ta gra niszczy życie nie polecam.Grając w to mam ochotę powiesić się.,False,2,1764702228
2357570,211975087,76561199035570692,9712,yyy tak,False,0,1764518221
2357570,211880445,76561198372788301,24904,goated,True,0,1764508187
2357570,211861960,76561199273693891,28218,gej,True,0,1764501878
2357570,211780734,76561198366908574,209,.,False,0,1764465067
2357570,211626511,76561199802805679,619,love ti,True,0,1764416558
2357570,211531467,76561199117449359,12033,"NIGDY nie zostałem tak mocno wyruchany w dupsko przez małpe 
-polecam",True,0,1764375153
2357570,211510916,76561199737129242,244,Ta gra uważa że moja osoba nie jest człowiekiem i przez 40 minut próbowałem zostać człowiekiem. Nikomu nie polecam tego ścierwa.,False,3,1764366874
2357570,211493689,76561198816119877,5809,Nie polecam,True,0,1764360972
2357570,211291003,76561198195272335,141,Git,True,0,1764285117
2357570,211242038,76561199582500800,73744,wedlug mnie najlepsza gra hero shooter,True,0,1764269227
2357570,211196769,76561198021073216,3078,"Wróciłem po 2 latach przerwy na chwilę i jednak OW2 to najgorszy typ competitive shootera jaki znam. Nudzi kiedy wygrywam, nudzi i wkurza kiedy przegrywam. Dawno tak nie zmarnowałem swoich 2 godzin życia.",False,7,1764258407
2357570,211058325,76561199324911100,9363,sraka,False,1,1764215943
2357570,210933143,76561199085524166,8128,trochę fajne,True,0,1764177732
2357570,210929531,76561199157773330,7623,Git gierka,True,0,1764176952
2357570,210844273,76561198171711111,132,"Dno, dawno TAK niezbalansowanej gry nie widziałem. Grając tym co ci się podoba/odpowiada robisz nic. Chcąc coś osiągnąć MUSISZ grać championami po prostu popsutymi... żenada",False,4,1764158747
2357570,210681687,76561198046494868,31005,:),True,0,1764109296
2357570,210511039,76561198355340959,14896,This is video game.,True,0,1764082416
2357570,210206922,76561198189183641,27903,Trash,False,0,1764025218
2357570,210152466,76561198989523390,12771,niestety ta gra zachorowala na syndrom CS2. normalne mecze sa w miare zbalansowane ale gry rankingowe to jest jakis zart. team przeciwny to normalni gracze a ja dostaje 1 randoma z drugiego konca swiata oraz 3 ruskow ktorzy maja problem z wcisnienciem m1 albo nie zmienia bohatera bo tak tylko stoja widowmaker na drugim koncu mapy lub tankiem ida pod spawn przeciwnika i gina po pierwczym spotkaniu z przeciwnikiem. polecam ta gre dla osob ktore albo maja juz wodoglowie albo chca szybko obnizyc swoj poziom IQ o +- 50 punktow. polecam rowniez osobow zdrowym bo ta gra sprawi ze wasz lekaz dostanie palpitacji serca po zobaczeniu waszych badan dotyczacych zdrowia psychicznego. pomijajac juz mikrotranzakcje jakie musi miec kazda spierdolona gra koszaca hajs z graczy.,False,1,1764017917
2357570,210145957,76561198016651694,119789,Lubię tę grę.,True,0,1764017229
2357570,210099319,76561198170540182,42014,overwatch is back!,True,0,1764012942
2357570,209940145,76561198780264513,4173,chujnia straszna,True,0,1763911074
2357570,209927344,76561199816549700,18,"Overwatch® 2 warto mieć w bibliotece, choć sama gra jest średnia.
Grałem na konsoli i wciąż widać solidne podstawy, ale nic rewolucyjnego.
Mimo wszystko dodanie do kolekcji się opłaca — choćby dla trybów i znajomych online.",True,0,1763900397
2357570,209879479,76561198777059985,12,"klasa
",True,1,1763847045
2357570,209847108,76561198197185229,23600,fajna gra nwm o co chodzi ludziom pozdrawiam i zycze milego dnia,True,1,1763821010
2357570,209785023,76561199181253303,11792,nie dostałem mvp,False,1,1763751056
2357570,209718759,76561199146392335,1843,pomocy ta gra daje depresje i chce sie zabic po graniu na mauge,True,2,1763669372
2357570,209637855,76561198036895007,811,♥♥♥♥♥ jego mać jak sie do tego gunwa zalogować to dawno w rankedach sie nie spociłem napierdalam ten zasrany nr telfonu i co okazuje sie że nie możesz dawać spacji ♥♥♥♥♥ ale to pierwszy kamień miliowy potem huj trzeba połączyć konto steam z gunwonetem huj z tym że trzeba najebać 20 chapcha wymyślanych chyna przez grok.ai i to wszystko tylko aby wejść do gry activision plz ♥♥♥,False,1,1763575675
2357570,209389250,76561199230888499,1766,"Gram w tą grę od około 7-8 lat od kiedy dostałem z nią płytę na xbox one. Nie grałem prawie w ogóle od kiedy druga część pojawiła się na sklepowych ""półkach"". Ostatnio do niej wróciłem i powiem że gra mi się w nią bardzo przyjemnie. Jedyne co spisuje na straty to czasami problemy z wydajnością które mi się nie zdarzały na konsoli xbox, lecz przyczyną tego problemu może być to że w tą grę gram tylko na steam deck. Rzeczą która mi się również nie podoba to nowi niezbilansowani bohaterowie typu jakiś grubas z dwoma karabinami maszynowymi który czasami umie zniszczyć cały fun z gry.",True,0,1763302398
2357570,209373456,76561199103620002,21457,<3,True,0,1763288992
2357570,209307585,76561199097504493,608,OVERWATCH Porn is better than this ♥♥♥♥.,False,3,1763228955
2357570,209227453,76561199287699751,8494,pierdolone gówno,False,0,1763157760
2357570,209068705,76561199065143978,2524,spoko fajna gra,True,0,1762986603
2357570,209056237,76561199058423622,10508,.,False,0,1762978001
2357570,208905625,76561199097198075,10,"Gra wymaga weryfikacji numeru telefonu xd, już się pisze, aby dawać korporacji mój numer telefonu, abym mógł otrzymywać telefonu od fotowoltaiki",False,9,1762804126
2357570,208885688,76561199171593718,261,"total sh1t
",False,0,1762785545
2357570,208877476,76561199173493108,22030,Gut,True,0,1762776422
2357570,208837482,76561199108998873,8308,"Gra zajebista, tylko twórcy kurwy",False,0,1762721697
2357570,208740393,76561198115025358,1664,.,True,0,1762628633
2357570,208737494,76561199020483443,19926,.,False,0,1762626349
2357570,208637660,76561199426426082,5562,mega chujowa gra,False,1,1762529253
2357570,208592124,76561198866026723,7764,giga ściek (gram w to codziennie),False,2,1762471567
2357570,208583736,76561198871937790,53287,casual friendly,False,0,1762463063
2357570,208551750,76561198368574358,22756,fun,True,0,1762435129
2357570,208427481,76561198955979938,849,Dupa,False,1,1762291898
2357570,208333007,76561199586523254,4652,Super gra. Dajemy czadu z synem.,True,0,1762193103
2357570,208243785,76561198354889874,6101,fajna gra ale idzie dostać pierdolca,False,1,1762103387
2357570,208156366,76561199067100901,3770,TUFF 67 MANGO,True,0,1762022074
2357570,208090577,76561199143010266,5912,nie lubie w te gre grac,False,0,1761955850
2357570,207982816,76561199582048395,21667,this game is so fajna it is mega fajny,True,0,1761850784
2357570,207826008,76561199132696747,8988,Małpa Winston jak szlugi B),True,0,1761688607
2357570,207809404,76561199159859053,19107,♥♥♥♥♥♥♥ widows,False,0,1761674959
2357570,207787493,76561198871976099,17097,"Domagam się zwrotu pieniędzy za tamtego battlepassa, gra ssie za bardzo żebym wracał.",False,3,1761656889
2357570,207724616,76561198807234940,5155,super!!!!!!!,True,0,1761580178
2357570,207683613,76561198442776278,1230,kompletny ściek lepszy tf2 oraz paladinsy,False,2,1761524447
2357570,207669149,76561198119106593,674,Where is my Free PVE,False,1,1761510016
2357570,207624802,76561199407533813,709,By dar the worst game in have ever played. People keep leaving ranked games even those that are free win,False,1,1761474022
2357570,207572681,76561199042451821,1201,.,True,0,1761417605
2357570,207548105,76561199290014874,20784,Ta gra codziennie rucha mnie w dupe ale i tak ją kocham💗💗💗 (Prosze dodajcie mythica dla mei lub frei),True,4,1761400201
2357570,207408963,76561198338970800,181,nahh,False,0,1761246730
2357570,207393007,76561198415581576,20904,you will suffer as I have suffered,True,0,1761233287
2357570,207333620,76561198174960531,42491,The amount of smurfs in high plat/diamond is disgusting. And ofc matchmaking always puts them in enemy team.,False,1,1761160243
2357570,207289082,76561198040752520,658,tak,True,0,1761109500
2357570,207161705,76561198929123936,22016,SYF,False,0,1760958089
2357570,207161030,76561198777069977,12578,"Really fun and surprisingly addictive. I went in not expecting much and ended up playing for hours. Great job, devs, nice game ever!",True,0,1760957097
2357570,207160566,76561198778403313,12595,"Simple to pick up, hard to put down. The game delivers on all fronts – gameplay, visuals, and atmosphere. Worth every minute",True,0,1760956394
2357570,207159756,76561198777045525,12316,Well-polished and immersive. The developers clearly put a lot of heart into this. I had a great time playing and will definitely be coming back for more.,True,0,1760955264
2357570,207159341,76561198776802973,12605,"Surprisingly good! I didn’t expect to enjoy it as much as I did. The gameplay is smooth, the graphics are solid, and the overall experience is very satisfying. Definitely worth checking out!",True,0,1760954694
2357570,207158820,76561198776957789,12204,VERY NICE GAME,True,0,1760954023
2357570,207137690,76561199183500680,6391,gra fajna tylko ludzie kvrwy.,True,0,1760921663
2357570,207100614,76561198274192498,10929,"♥♥♥♥♥♥ gowno, nie grajcie w to",False,0,1760887372
2357570,207089982,76561199102678760,203,zajebista gra kolega nie  moze  sie zalogowac od godziny a mi jakis  cwel  miiauczy  do uszu,False,4,1760879161
2357570,207073160,76561199142082660,16682,nah,False,0,1760862085
2357570,207046363,76561199336663055,423,siwy wąsacz nie daje mi spokoju  śni mi sie po nocach usuńcie go z gry nie polecam,False,0,1760827854
2357570,207032413,76561198049878655,92,"jest okej, na pewno gorsze od paladins ale lepsze od rivals

Grafika bardzo ładna, gameplay jest spoko i w sumie tyle. Brakuje mi bardzo customizacji umiejętności postaci. Czasem gra bywa chaotyczna, a postacie często giną na 2 strzały, balans jest dużo gorszy niż w innych tytułach. Mimo to gra jest dobra chociaż na chwilę",True,5,1760814899
2357570,207014613,76561198079800909,11570,.,True,0,1760800790
2357570,207008547,76561198348053524,12165,heplo,False,0,1760795998
2357570,206961878,76561198367537178,21467,"Ta gra wzieła Overwatch, podtarła sobie nim dupsko i wydała w okrojonej, bezdusznej formie. Also... naprawcie system POTG bo to żart xd.",False,2,1760741738
2357570,206946157,76561199171693120,1629,"gay
",False,0,1760726351
2357570,206920653,76561199848060306,5126,"I had fun, good game",True,0,1760703373
2357570,206888602,76561197991877325,2921,"Spoko gra, ludzie zbombardowali tę grę za niespełnione obietnice związane z misjami fabularnymi, ale fakt jest taki że to fajna, relaksująca gierka online",True,0,1760655208
2357570,206859426,76561198398171298,26575,piekna gra,True,0,1760627303
2357570,206803112,76561199262212624,5788,fajna gra bardzo lubie w nią grać w ov1 grałem skromne 2000 h,True,0,1760554283
2357570,206796100,76561199123768511,11950,This is the game that i absolutely fell in LOVE with <333 It has a nice playerbase and lots of ways to have fun!,True,6,1760547875
2357570,206782184,76561199889671198,324,"szkoda ze łaski, widow i moira wyruchcac nie mozna ale tak to dobrze
",True,0,1760535241
2357570,206781253,76561199441226455,48467,"wydalem wiecej niz na roblox
polecam",True,0,1760534340
2357570,206775509,76561199119462442,1180,"Overwatch 1 był czymś absolutnie wyjątkowym. To nie była tylko gra — to był klimat, styl, emocje i to uczucie, że każda postać ma duszę. Blizzard wtedy naprawdę stworzył coś, co łączyło graczy. Kolorowa, ale nie dziecinna grafika, świetnie wyważony gameplay, bohaterowie z charakterem i to uczucie, że każda potyczka może się skończyć czymś epickim.

Overwatch 2 miał być kontynuacją tego marzenia — nowym rozdziałem. W praktyce… wyszło różnie. Sam trzon rozgrywki jest dalej fenomenalny – strzela się wyśmienicie, każdy bohater daje inne emocje, a mecze potrafią być prawdziwymi rollercoasterami. Balans bywa różny, ale to standard w takich grach. Overwatch dalej ma ten „flow”, którego nie da się podrobić.

Niestety, Blizzard trochę pobłądził z mikrotransakcjami i systemem progresji. W Overwatch 1 skiny zdobywało się z przyjemnością, teraz często trzeba po prostu płacić. Widać jednak, że studio zaczyna słuchać graczy – powoli wprowadzają zmiany, poprawiają system nagród i balans bohaterów. Jest jeszcze sporo do zrobienia, ale przynajmniej kierunek wygląda lepiej niż na premierę.

Community... cóż, potrafi być toksyczne, zwłaszcza w rankedach. Ale jak trafisz na fajnych ludzi, to od razu przypomina się magia starego Overwatcha – teamwork, emocje i satysfakcja z dobrze rozegranego meczu.

Mimo wszystkich błędów i kontrowersji, Overwatch 2 to nadal jedna z najlepszych strzelanek drużynowych w historii. Jeśli lubisz dynamiczne walki, bohaterów z osobowością i uczucie pełnej kontroli nad postacią – trudno znaleźć coś lepszego.


🔥 Plusy:

genialny gameplay i balans postaci

niesamowity styl graficzny

unikalny klimat i bohaterowie

gra wciąż potrafi wciągnąć na setki godzin

💀 Minusy:
– mikrotransakcje i battle pass
– toksyczna społeczność w rankedach
– niespełnione obietnice z kampanią PvE


🎯 Podsumowanie:
Overwatch 2 to gra, która przeszła trudną drogę. Ma swoje wady, ale jej fundamenty są tak dobre, że wciąż błyszczy.
Nie idealna, ale wciąż wyjątkowa.
8/10 – z serca dla serii, która zmieniła gatunek.",True,21,1760527597
2357570,206771126,76561199481750820,3703,"Wszystko, na nie",False,0,1760520783
2357570,206742318,76561198296927118,48179,Jak dodadzą kolejnego kiriko skina to usuwam tą gre pozdrawiam,True,0,1760477784
2357570,206724839,76561198838756849,30119,fajna,True,0,1760461302
2357570,206639976,76561197994986707,5906,yup,True,0,1760368858
2357570,206597933,76561199467646710,4028,Wiowewe,True,0,1760315171
2357570,206591896,76561199227522823,1757,"blizzard zrobil z tej gry syf dla goonerow, gralem w to na konsoli, ale dodalem to na steam tylko po to aby wystawic zla recenzje, nie moge sie doczekac gdy serwery wkoncu zostana zamkniete, najlepiej caly blizzard, motyw z omnikami ma potencjal na jakas gre roku, ale wiadomo lepiej sie skupic na robieniu goonerskiego skina do wdowy za 160 zl, przykre strasznie, odradzam kazdemu kto szanuje siebie i swoj czas, serio nie warto",False,9,1760308412
2357570,206584008,76561198264901039,45603,"i hate it, but also i love it",False,0,1760301329
2357570,206561596,76561199088657193,14698,bany za nic sie dostaje    btw ta gra ma fajne community na ph,False,0,1760285099
2357570,206485548,76561198886178243,9342,"good
",True,0,1760217790
2357570,206435661,76561199044705565,12709,.,True,0,1760184316
2357570,206435355,76561198066887209,6478,junkrat,True,0,1760184067
2357570,206417547,76561199229349731,16293,"serdecznie zapraszam do tej niesamowicie idealnej produkcji. wypuśćcie mnie. proszę,",True,0,1760168221
2357570,206356125,76561199152717236,703,"tak polecam 
",True,0,1760118135
2357570,206290802,76561198860918509,173,takie troche gorsze paladinsy ale przynajmniej ktos w to gra hanzo goat,True,1,1760044769
2357570,206284412,76561198363340322,21,nie,False,0,1760038749
2357570,206258272,76561198784356569,42302,sucks,False,0,1760016267
2357570,206209971,76561198277668410,4489,"jebac ta gre 
(dalej tak uważam )",True,0,1759948901
2357570,206064956,76561198825077495,10166,"dobra gra z dorbym lore i fandomem, marvel powinien zniknąć",True,0,1759780501
2357570,206045571,76561198961541814,5229,garbage matchmaking destroys a game that could be cool,False,0,1759764559
2357570,205984809,76561198879415893,13317,"Łapka w górę, ale chyba tylko z sentymentu.  Na początku było fajnie. Zapowiadało się dobrze, ale z biegiem lat no cóż.. Community i Twórcy siebie warci.. Warto zajrzeć i spróbować i to chyba tyle.",True,5,1759695331
2357570,205953700,76561199131663440,10848,♥♥♥♥♥ po aktualizacji ktora znowu zmeinia nazwe gra dziala jak gowno,False,0,1759673624
2357570,205940494,76561198366120167,11497,Delete mei and vendetta from the game.,False,0,1759663331
2357570,205889130,76561197991385801,63,Playable,True,0,1759608715
2357570,205882293,76561198055575236,7548,ZAJEBISTA,True,0,1759603468
2357570,205811194,76561198113227797,84,ludzie co w to grają nie mają mozgu i są spierdoleni umysłowo,False,3,1759533195
2357570,205722294,76561198971840417,15973,absolutely magnificent game,True,0,1759438361
2357570,205703298,76561198359093470,357,Niegrywalna,False,0,1759421803
2357570,205642551,76561198848112144,7264,gra super tylko szkoda ze tak malo osob gra,True,0,1759348304
2357570,205626380,76561199384192304,1427,trash,False,0,1759333660
2357570,205625957,76561198011326174,9709,"bo tak
",True,0,1759333273
2357570,205485004,76561199516591938,8995,fajna,True,0,1759166083
2357570,205448659,76561198377395878,44111,"Do bigosu dodaje się tradycyjne przyprawy, takie jak liść laurowy, ziele angielskie i pieprz, a także majeranek, kminek i jałowiec dla wzmocnienia smaku i dodania korzennego aromatu. Wzbogacić danie można również o suszone śliwki, które nadają słodyczy, a także o różnorodne mięsa i wędliny. Podaje się go najczęściej z pieczywem, ale pasuje też do ziemniaków lub kopytek. 
Przyprawy
Liść laurowy i ziele angielskie: Dodają głębokiego, korzennego smaku. 
Pieprz czarny: Podkreśla smak kapusty i mięsa. 
Majeranek i kminek: Idealnie komponują się z kapustą kiszoną, wzmacniając jej aromat i dodając lekko pikantnego charakteru. 
Jałowiec: Nadaje wyrazisty, leśny aromat, zwłaszcza gdy dodaje się dziczyznę. 
Sól: Dodawana z ostrożnością, gdyż kapusta kiszona i wędliny są już słone. 
Opcjonalnie: Można dodać paprykę (słodką lub ostrą), goździki, a nawet szczyptę cynamonu dla świątecznego aromatu. 
Inne składniki wzbogacające bigos
Suszone śliwki: Wnoszą słodycz i owocowy posmak, kontrastujący z kwaśnością kapusty. 
Mięsa i wędliny: Do bigosu można dodawać różnorodne mięsa, takie jak boczek, karkówka, kiełbasa czy żeberka, a także resztki wędlin. 
Suszone grzyby: Nadają bigosowi intensywny smak i aromat, zwłaszcza w wersji postnej. 
Wino: Odrobina czerwonego wina wzbogaci smak. 
Z czym podawać bigos 
Pieczywo: Tradycyjnie podaje się go z chlebem lub innym rodzajem pieczywa.
Ziemniaki: Pasują do bigosu, zwłaszcza w połączeniu z kluskami śląskimi czy kopytkami.
Makaron: Rzadziej spotykana wersja, ale również może być podana z bigosem, np. z dodatkiem łazanek.

",True,2,1759116637
2357570,205434667,76561199134693225,30,jebac  battlenet cwela,False,0,1759097667
2357570,205417531,76561199184678842,2851,This game is ♥♥♥♥,False,0,1759081848
2357570,205416840,76561199239812719,8802,"The worst game i ever played, everything is sooo unbalanced dont play that ♥♥♥♥",False,0,1759081275
2357570,205408347,76561199099843910,7714,"Bardzo fajna gra polecam zagrac jesli nie masz przyjaciol, nie wychodzisz z domu, i nie lubisz dotykac trawy, a jesli nie, to gdy zagrasz to zaczniesz taki byc (no chyba ze w rzadkim przypadku znajdziesz przyjaciol co w to graja to chociaz ich bedziesz miec ale trawy juz i tak w zyciu nie dotkniesz) a jesli masz przyjaciol a grasz w ta gre (znowu rzadki okaz) to na co czekasz? namow ich do grania razem! zniszcz ich zycie ta gra jak zniszczyles swoje! 





nie no zarcik spoko giera (jakiego koloru jest trawa??)",True,0,1759074382
2357570,205390499,76561199068914565,1797,nie da sie miec korzysci z game passa dlatego nie gram w nia na steamie pozdro,False,2,1759058655
2357570,205269651,76561199048047853,8245,Nie.,False,0,1758922956
